workout,start,end,exercise,weight,bodyweight,extraWeight,assistingWeight,reps,time,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress 
StrengthLog: Helkropp VT25: Pass B,1740738164083,1740741172861,Knäböj,40,,,,8,,false,false,false,,,,5,7,5,5
StrengthLog: Helkropp VT25: Pass B,1740738164083,1740741172861,Knäböj,40,,,,8,,false,false,false,,"Smithmaskin upptagen, körde lite lättare knäböj men extra djupt ist. Blev svettigt!",,5,7,5,5
StrengthLog: Helkropp VT25: Pass B,1740738164083,1740741172861,Skivstångsrodd,"47,5",,,,8,,false,false,false,,,,5,7,5,5
StrengthLog: Helkropp VT25: Pass B,1740738164083,1740741172861,Skivstångsrodd,"47,5",,,,8,,false,false,false,,,,5,7,5,5
StrengthLog: Helkropp VT25: Pass B,1740738164083,1740741172861,Skivstångsrodd,"47,5",,,,8,,false,false,false,,,,5,7,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Knäböj,20,,,,8,,true,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Knäböj,50,,,,8,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Knäböj,50,,,,8,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Knäböj,50,,,,6,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Bänkpress,20,,,,8,,true,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Bänkpress,45,,,,8,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Bänkpress,45,,,,8,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Bänkpress,45,,,,7,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Rumänska marklyft,50,,,,8,,true,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Rumänska marklyft,70,,,,8,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Rumänska marklyft,70,,,,8,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Rumänska marklyft,70,,,,7,,false,false,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Chins,,75,0,,3,,false,true,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Chins,,75,0,,1,,false,true,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass A,1740565429081,1740567893728,Chins,,75,0,,1,,false,true,false,,,,5,6,5,5
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Marklyft,50,,,,8,,true,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Marklyft,70,,,,5,,true,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Marklyft,95,,,,4,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Marklyft,95,,,,2,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Marklyft,95,,,,2,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Press,20,,,,8,,true,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Press,"27,5",,,,8,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Press,"27,5",,,,7,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Press,"27,5",,,,4,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Knäböj i smithmaskin,15,,,,8,,true,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Knäböj i smithmaskin,"47,5",,,,8,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Knäböj i smithmaskin,"47,5",,,,8,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Knäböj i smithmaskin,"47,5",,,,8,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Skivstångsrodd,"47,5",,,,8,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Skivstångsrodd,"47,5",,,,8,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass B,1740149361336,1740152989978,Skivstångsrodd,"47,5",,,,6,,false,false,false,,,,,,,
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Knäböj,0,,,,4,,true,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Knäböj,20,,,,8,,true,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Knäböj,50,,,,6,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Knäböj,50,,,,4,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Knäböj,50,,,,4,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Bänkpress,20,,,,8,,true,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Bänkpress,45,,,,8,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Bänkpress,45,,,,8,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Bänkpress,45,,,,7,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Rumänska marklyft,45,,,,8,,true,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Rumänska marklyft,"67,5",,,,8,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Rumänska marklyft,"67,5",,,,8,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Rumänska marklyft,"67,5",,,,8,,false,false,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Chins,,75,0,,2,,false,true,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Chins,,75,0,,1,,false,true,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass A,1739801900447,1739804521800,Chins,,75,0,,1,,false,true,false,,,,3,5,3,5
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Marklyft,50,,,,8,,true,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Marklyft,70,,,,5,,true,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Marklyft,"92,5",,,,5,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Marklyft,"92,5",,,,5,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Marklyft,"92,5",,,,3,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Press,20,,,,8,,true,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Press,"27,5",,,,8,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Press,"27,5",,,,6,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Press,"27,5",,,,5,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Knäböj i smithmaskin,15,,,,8,,true,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Knäböj i smithmaskin,"47,5",,,,8,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Knäböj i smithmaskin,"47,5",,,,8,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Knäböj i smithmaskin,"47,5",,,,4,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Skivstångsrodd,"47,5",,,,8,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Skivstångsrodd,"47,5",,,,7,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass B,1739536064131,1739538838488,Skivstångsrodd,"47,5",,,,6,,false,false,false,,,,5,7,7,7
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Knäböj,20,,,,8,,true,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Knäböj,50,,,,8,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Knäböj,50,,,,8,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Knäböj,50,,,,8,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Bänkpress,20,,,,8,,true,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Bänkpress,45,,,,8,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Bänkpress,45,,,,8,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Bänkpress,45,,,,6,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Rumänska marklyft,40,,,,8,,true,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Rumänska marklyft,"67,5",,,,8,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Rumänska marklyft,"67,5",,,,8,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Rumänska marklyft,"67,5",,,,7,,false,false,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Chins,,75,0,,3,,false,true,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Chins,,75,0,,2,,false,true,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass A,1739183124334,1739185381514,Chins,,75,0,,1,,false,true,false,,,,3,4,3,5
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Marklyft,50,,,,8,,true,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Marklyft,90,,,,5,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Marklyft,90,,,,5,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Marklyft,90,,,,5,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Bänkpress,20,,,,8,,true,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Bänkpress,45,,,,8,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Bänkpress,45,,,,8,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Bänkpress,45,,,,5,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Knäböj,20,,,,8,,true,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Knäböj,"52,5",,,,5,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Knäböj,"52,5",,,,5,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Knäböj,"52,5",,,,5,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Skivstångsrodd,45,,,,8,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Skivstångsrodd,45,,,,8,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass B,1738935041205,1738937604236,Skivstångsrodd,45,,,,8,,false,false,false,,,,3,3,6,4
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Knäböj,20,,,,8,,true,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Knäböj,50,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Knäböj,50,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Knäböj,50,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Press,20,,,,8,,true,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Press,25,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Press,25,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Press,25,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Rumänska marklyft,65,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Rumänska marklyft,65,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Rumänska marklyft,65,,,,8,,false,false,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Chins,,75,0,,4,,false,true,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Chins,,75,0,,2,,false,true,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass A,1738580161620,1738582072201,Chins,,75,0,,1,,false,true,false,,,"Bänk upptagen, blev omflytt",,,,
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Marklyft,50,,,,8,,true,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Marklyft,90,,,,5,,false,false,false,,Oklar vikt på stång. Ev 17? Isf 87kg…,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Marklyft,90,,,,5,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Marklyft,90,,,,3,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Press,20,,,,8,,true,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Press,25,,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Press,25,,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Press,25,,,,7,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Knäböj,20,,,,8,,true,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Knäböj,"47,5",,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Knäböj,"47,5",,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Knäböj,"47,5",,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Skivstångsrodd,"42,5",,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Skivstångsrodd,"42,5",,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Skivstångsrodd,"42,5",,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass B,1738233856270,1738236455105,Skivstångscurl,20,,,,8,,false,false,false,,,,7,7,5,5
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Knäböj,20,,,,8,,true,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Knäböj,45,,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Knäböj,45,,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Knäböj,45,,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Bänkpress,20,,,,8,,true,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Bänkpress,45,,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Bänkpress,45,,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Bänkpress,45,,,,6,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Rumänska marklyft,40,,,,8,,true,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Rumänska marklyft,"62,5",,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Rumänska marklyft,"62,5",,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Rumänska marklyft,"62,5",,,,8,,false,false,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Chins,,75,0,,3,,false,true,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Chins,,75,0,,2,,false,true,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass A,1737974806497,1737976965743,Chins,,75,0,,2,,false,true,false,,,,6,5,6,4
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Marklyft,50,,,,8,,true,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Marklyft,90,,,,5,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Marklyft,90,,,,4,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Marklyft,90,,,,4,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Press,20,,,,8,,true,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Press,25,,,,8,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Press,25,,,,8,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Press,25,,,,5,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Knäböj i smithmaskin,15,,,,8,,true,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Knäböj i smithmaskin,"47,5",,,,8,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Knäböj i smithmaskin,"47,5",,,,8,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Knäböj i smithmaskin,"47,5",,,,6,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Skivstångsrodd,40,,,,8,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Skivstångsrodd,40,,,,8,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass B,1737710821093,1737713356268,Skivstångsrodd,40,,,,8,,false,false,false,,,,5,8,5,5
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Knäböj,20,,,,8,,true,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Knäböj,"42,5",,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Knäböj,"42,5",,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Knäböj,"42,5",,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Bänkpress,20,,,,10,,true,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Bänkpress,"42,5",,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Bänkpress,"42,5",,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Bänkpress,"42,5",,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Rumänska marklyft,40,,,,8,,true,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Rumänska marklyft,60,,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Rumänska marklyft,60,,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Rumänska marklyft,60,,,,8,,false,false,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Chins,,75,0,,3,,false,true,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Chins,,75,0,,2,,false,true,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass A,1737369547366,1737371752303,Chins,,75,0,,1,,false,true,false,,,,5,4,5,3
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Marklyft,50,,,,8,,true,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Marklyft,70,,,,8,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Marklyft,70,,,,8,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Marklyft,70,,,,8,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Press,20,,,,8,,true,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Press,25,,,,8,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Press,25,,,,7,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Press,25,,,,4,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Frontböj,15,,,,8,,true,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Frontböj,45,,,,2,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Chins,,75,0,,1,,false,true,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Chins,,75,0,,2,,false,true,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Chins,,75,0,,1,,false,true,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Knäböj i smithmaskin,45,,,,8,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Knäböj i smithmaskin,45,,,,8,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Knäböj i smithmaskin,45,,,,8,,false,false,false,,,,4,5,5,6
StrengthLog: Helkropp VT25: Pass B,1737101669510,1737104451033,Assisterade chins,,75,,0,5,,false,false,false,,,,4,5,5,6
Helkroppspass: Pass A,1736937500786,1736939666320,Knäböj,20,,,,10,,true,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Knäböj,40,,,,8,,false,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Knäböj,40,,,,8,,false,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Knäböj,40,,,,8,,false,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Bänkpress,20,,,,10,,true,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Bänkpress,50,,,,7,,false,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Bänkpress,50,,,,5,,false,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Bänkpress,50,,,,3,,false,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Rumänska marklyft,40,,,,8,,true,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
Helkroppspass: Pass A,1736937500786,1736939666320,Rumänska marklyft,60,,,,8,,false,false,false,,,"Strikta reps! Bänk ska nudda bröstet, knäböj under märke som väljs på UV, rodd ska nudda magen. Inget fusk 2025!",5,5,5,7
